Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift
random1430037|6169098196055b1286733ad7|In72H4C|mp-1184511|In|*CH4|C1 H4|-2.833|2|0|1|0.146
random1054289|6169098d998491c1d0883a88|Ni48Mo12H4C|mp-11507|Ni4Mo|*CH4|C1 H4|-2.812|1|1|2|0.050
random2131468|6169099096055b1286733c3b|Nb12H4Pt24C|mp-11514|NbPt2|*CH4|C1 H4|-2.807|2|1|2|0.043
random744144|61690992998491c1d0883af3|Si128H4C|mp-1079297|Si|*CH4|C1 H4|-2.952|1|1|1|0.121
random1600372|616909a296055b1286733dd3|Sc60H4Ru36C|mp-1209003|Sc5Ru3|*CH4|C1 H4|-2.834|2|1|0|0.153
random486961|616909ba96055b1286734034|Zr18As18H4Ru18C|mp-8221|ZrAsRu|*CH4|C1 H4|-2.820|1|1|1|0.141
random2229350|616909bc96055b128673405a|Ga32H4CSe48|mp-1340|Ga2Se3|*CH4|C1 H4|-3.325|2|1|-2|0.036
random2153516|616909c0998491c1d0883c29|H4Pt24Rh72C|mp-974370|PtRh3|*CH4|C1 H4|-2.806|1|1|0|0.125
random1664887|616909c196055b12867340c3|Tl24H4Pd36CSe24|mp-1077903|Tl2Pd3Se2|*CH4|C1 H4|-2.820|0|0|1|0.142
random2018409|616909c196055b12867340d1|Sb32H4Ru32C|mp-7565|SbRu|*CH4|C1 H4|-2.815|2|0|1|0.125
random1424704|616909c296055b12867340e3|Ti32Co64H4C|mp-695|TiCo2|*CH4|C1 H4|-2.793|2|1|1|0.031
random969522|616909c396055b12867340f0|Bi48H4CSe36|mp-27607|Bi4Se3|*CH4|C1 H4|-3.131|1|0|2|0.067
random2293863|616909c696055b1286734125|Sc84P36H4C|mp-1105778|Sc7P3|*CH4|C1 H4|-2.810|2|1|0|0.057
random2279870|616909cb96055b1286734171|Sr16Al16Ge16H4C|mp-13311|SrAlGe|*CH4|C1 H4|-2.840|1|0|1|0.250
random1917293|616909d296055b128673420d|V16H4Pt48C|mp-2705|VPt3|*CH4|C1 H4|-2.818|1|1|2|0.125
random2264283|61690c0592300522969076b2|Al48H4CS72|mp-1228491|Al2S3|*CH4|C1 H4|0.498|1|0|2|0.018
random1481493|61690c0c96055b12867342eb|Hf32Al48H4C|mp-846|Hf2Al3|*CH4|C1 H4|-2.235|1|1|1|0.358
random895178|61690c1696055b12867343d4|Y16Ti32H4CS64|mp-1045465|Y(TiS2)2|*CH4|C1 H4|-2.816|0|0|1|0.119
random492552|61690c1c96055b1286734447|Fe12Co12Sb48H4C|mp-1224950|FeCoSb4|*CH4|C1 H4|-2.816|0|1|2|0.084
random1551381|61690c2c96055b12867345bb|Cr16P64H4C|mp-7302|CrP4|*CH4|C1 H4|-2.691|1|1|1|0.081
random2051545|61690c2d9230052296907871|Mn32H4CSe32|mp-10204|MnSe|*CH4|C1 H4|-2.817|2|2|1|0.031
random1788889|61690c5b9230052296907ab4|Cr36H4CS48|mp-1077959|Cr3S4|*CH4|C1 H4|-2.825|1|1|1|0.193
random1294706|61690c5c9230052296907ac0|Sr24H4C|mp-95|Sr|*CH4|C1 H4|-2.832|2|1|0|0.083
random2150664|61690c669230052296907b26|Mn36Ge12H4C|mp-865027|Mn3Ge|*CH4|C1 H4|-2.818|1|1|1|0.042
random843303|61690c699230052296907b5b|Mo24As36H4C|mp-542454|Mo2As3|*CH4|C1 H4|-2.806|0|0|1|0.500
random1033615|61690e5796055b1286734956|Hf64As64H4C|mp-9954|HfAs|*CH4|C1 H4|-2.780|2|2|1|0.015
random834231|61690e6096055b128673499a|P48H4CS84|mp-2650|P4S7|*CH4|C1 H4|-3.374|1|1|-2|0.140
random2433447|61690e7696055b1286734b6e|Ca40H4Pt16C|mp-1103570|Ca5Pt2|*CH4|C1 H4|-2.870|2|2|-1|0.155
random764502|61690e7796055b1286734b72|H12C(S9N)8|mp-505451|HS9N|*CH4|C1 H4|-2.822|1|1|1|0.177
random2073794|61690e9796055b1286734c07|Hf48Zn12Ga132H4C|mp-1224496|Hf4ZnGa11|*CH4|C1 H4|-3.058|2|0|1|0.093
random2141816|61690e9a9230052296907ee3|Sr10H4Pt50C|mp-570832|SrPt5|*CH4|C1 H4|-2.821|2|1|2|0.033
random2290824|61690e9b9230052296907ef2|K12Rb12H4CCl24|mp-1223311|KRbCl2|*CH4|C1 H4|-2.865|1|1|1|0.062
random1524235|61690e9c96055b1286734c80|H4Ir54Ru18C|mp-974358|Ir3Ru|*CH4|C1 H4|-2.824|1|0|2|0.083
random2025405|61690eab9230052296907f79|Zn24H4CS24|mp-560588|ZnS|*CH4|C1 H4|-2.815|2|1|1|0.083
random1241469|61690eb896055b1286734ea4|Y16Si32H4Pt32C|mp-1080646|Y(SiPt)2|*CH4|C1 H4|-3.091|1|1|1|0.216
random2179340|61690eba9230052296908006|Sr32In32H4C|mp-655461|SrIn|*CH4|C1 H4|-2.833|2|1|2|0.110
random1722525|61690ebd96055b1286734ef6|Sr16Mn32P32H4C|mp-5589|Sr(MnP)2|*CH4|C1 H4|-2.617|2|2|1|0.037
random1262311|61690ec596055b1286734f97|Y16Al16Zn16H4C|mp-1071862|YAlZn|*CH4|C1 H4|-3.251|2|0|1|0.229
random2125969|61690ec89230052296908084|Mn54Zn18H4C19|mp-2930|Mn3ZnC|*CH4|C1 H4|-2.713|2|1|0|0.083
random1868771|61690ec8923005229690808d|Ni48Sn24P24H4C|mp-504909|Ni2SnP|*CH4|C1 H4|-3.770|0|1|1|0.081
random1021417|61690ecb96055b1286735021|Ca8Cu40H4C|mp-1882|CaCu5|*CH4|C1 H4|-2.807|1|0|0|0.167
random661645|61690ecc96055b1286735027|In12P36H4C|mp-20050|InP3|*CH4|C1 H4|-2.289|2|1|-2|0.032
random551250|61690ed296055b128673509b|Na32H4Au64C|mp-1052|NaAu2|*CH4|C1 H4|-2.822|2|1|1|0.031
random1281840|61690ed896055b128673510c|Cd12Ag36H4C|mp-1183627|CdAg3|*CH4|C1 H4|-2.829|1|1|1|0.167
random2012926|61690eda923005229690811a|Zr36Ni6Sn12H4C|mp-1206510|Zr6NiSn2|*CH4|C1 H4|-2.877|1|1|0|0.311
random984849|61690ee4923005229690815c|Si48H4Os32C|mp-16608|Si3Os2|*CH4|C1 H4|-2.819|1|1|0|0.062
random542554|61690ee69230052296908174|Te18H4W9C|mp-1023926|Te2W|*CH4|C1 H4|-2.823|1|0|0|0.167
random2000913|61690eec96055b1286735286|Y16Si16H4Pt32C|mp-1188158|YSiPt2|*CH4|C1 H4|-2.809|2|1|1|0.060
random1194895|61690eed96055b128673529e|Mo9H4CSe18|mp-1023934|MoSe2|*CH4|C1 H4|-5.112|1|0|1|0.714
random928035|61690eee92300522969081f1|Sc30Mn5Te10H4C|mp-1206500|Sc6MnTe2|*CH4|C1 H4|-2.834|2|1|2|0.114
random1216445|61690ef396055b128673530d|Nb24H4CN36|mp-1188869|Nb2N3|*CH4|C1 H4|-0.360|1|1|1|0.373
random1893769|61690efb96055b1286735397|Zr20Ga4Sn12H4C|mp-31207|Zr5GaSn3|*CH4|C1 H4|-2.815|1|0|0|0.133
random1739571|61690f029230052296908270|Ca8Cu40H4C|mp-1882|CaCu5|*CH4|C1 H4|-2.825|2|2|1|0.062
random673373|61690f1996055b1286735577|Na16P8H4CS24|mp-1101885|Na2PS3|*CH4|C1 H4|-4.441|1|0|-2|0.048
random841937|61690f1b96055b12867355af|Sr48H4CN24|mp-1245|Sr2N|*CH4|C1 H4|-2.826|2|-1|2|0.033
random1986411|61690f1f9230052296908336|Ca32H4Os8CN32|mp-1246504|Ca4OsN4|*CH4|C1 H4|-3.108|1|0|1|0.223
random1242519|616910a196055b128673570f|Cu22Sb8H4CS26|mp-676076|Cu11Sb4S13|*CH4|C1 H4|-2.357|1|0|0|0.130
random1222663|616910a196055b1286735716|Ca12Bi12H4Au12C|mp-1018657|CaBiAu|*CH4|C1 H4|-2.812|1|0|2|0.172
random1524594|616910a69230052296908543|Zr32Co16H4C|mp-628|Zr2Co|*CH4|C1 H4|-2.823|1|1|0|0.039
random1752103|616910b392300522969085dc|Sb16Te32H4Pb8C|mp-31507|Sb2Te4Pb|*CH4|C1 H4|-2.834|1|1|0|0.250
random2249363|616910c09230052296908651|Co48Mo16H4C|mp-1079042|Co3Mo|*CH4|C1 H4|-3.036|1|0|2|0.126
random1770520|616910c49230052296908678|Y8Tl8Ag16H4C|mp-980661|YTlAg2|*CH4|C1 H4|-2.835|1|0|0|0.125
random514267|616910da96055b12867359fc|Cu64H4C|mp-989695|Cu|*CH4|C1 H4|-2.817|1|0|0|0.500
random1782884|616910df96055b1286735a65|Ca8Bi24H4C|mp-866006|CaBi3|*CH4|C1 H4|-2.832|2|1|1|0.062
random504293|616910f0923005229690893c|Rb40Te20H4C|mp-1397|Rb2Te|*CH4|C1 H4|-3.160|1|2|2|0
random1007840|616910f996055b1286735a7d|Hf16Mo32H4C|mp-2363|HfMo2|*CH4|C1 H4|-3.022|1|0|0|0.063
random1186837|6169110396055b1286735b17|Ge72H4Pt48C|mp-571640|Ge3Pt2|*CH4|C1 H4|-2.812|1|1|1|0.152
random1987022|6169111192300522969089e6|Cr32Co32P32H4C|mp-1102834|CrCoP|*CH4|C1 H4|-2.819|1|1|2|0.045
random2028684|616911239230052296908ae0|Cs18Sr18H4CCl54|mp-998561|CsSrCl3|*CH4|C1 H4|-2.945|2|1|2|0.080
random2171221|6169112a9230052296908b4e|In36Co12H4C|mp-22236|In3Co|*CH4|C1 H4|-2.691|1|1|1|0.156
random1902203|6169112d96055b1286735d7a|Y12Zn60H4C|mp-30885|YZn5|*CH4|C1 H4|-2.817|2|1|0|0.056
random1809771|6169114296055b1286735e83|Y16Ga64Co8H4C|mp-1103036|Y2Ga8Co|*CH4|C1 H4|-1.977|1|1|0|0.125
random688133|6169114996055b1286735ee2|K40As32H4C|mp-1223503|K5As4|*CH4|C1 H4|-2.862|1|2|2|0.065
random2106369|616911529230052296908d29|Ta32As32H4C|mp-1936|TaAs|*CH4|C1 H4|-2.819|1|1|1|0.042
random499065|616911559230052296908d3b|Hf32Co16H4Ir16C|mp-864835|Hf2CoIr|*CH4|C1 H4|-2.610|2|1|1|0.062
random2024703|6169115b9230052296908dbe|Sr24Sb8H4CN8|mp-7752|Sr3SbN|*CH4|C1 H4|-2.836|1|1|0|0.125
random1694583|616911679230052296908e61|H4Pt4C(SCl3)8|mp-28722|Pt(SCl3)2|*CH4|C1 H4|-2.814|0|0|1|0
random992816|616911709230052296908eca|Al30P30H4C|mp-1550|AlP|*CH4|C1 H4|-1.915|2|2|1|0.025
random1506176|6169117496055b12867361ac|Ta64H36C|mp-632311|Ta2H|*CH4|C1 H4|-3.095|2|1|1|0.095
random1229544|616911769230052296908ee8|Ti32Si64H4C|mp-2582|TiSi2|*CH4|C1 H4|-3.018|0|1|1|0.041
random1693002|6169117896055b1286736219|Cu24Si12Te36H4C|mp-1225810|Cu2SiTe3|*CH4|C1 H4|-3.201|0|1|2|0.126
random1512436|616912bb9230052296909019|Ti60Si48H4C|mp-505527|Ti5Si4|*CH4|C1 H4|-2.816|2|1|1|0.242
random495257|616912c59230052296909101|Rb32Zn16H68C|mp-697575|Rb2ZnH4|*CH4|C1 H4|-2.837|1|1|2|0.051
random848100|616912d492300522969091d0|Nb48Ga48Cu48H4C|mp-1220472|NbGaCu|*CH4|C1 H4|-2.803|0|1|2|0.078
random1979110|616912da923005229690927a|As24H4Pd48C|mp-8073|AsPd2|*CH4|C1 H4|-2.799|2|2|1|0.394
random1576987|616912f196055b128673651c|Sr32Si64H4Au64C|mp-7365|Sr(SiAu)2|*CH4|C1 H4|-2.830|2|2|1|0.046
random2235337|6169130196055b12867365e5|Ca40H4Ir16CN48|mp-1245702|Ca5(IrN3)2|*CH4|C1 H4|-2.844|1|1|-1|0
random793423|6169130a96055b1286736648|Ta16Si8Ni24H4C|mp-1218039|Ta2SiNi3|*CH4|C1 H4|-2.812|1|0|1|0.022
random445880|6169130b923005229690942e|Co8As24H4C|mp-452|CoAs3|*CH4|C1 H4|-2.809|1|0|0|0.079
random1381586|6169131492300522969094ec|Ge64H4CSe128|mp-540625|GeSe2|*CH4|C1 H4|-2.804|1|2|1|0.042
random927277|6169131f923005229690958c|Cd24As24P24H4C|mp-1226754|CdAsP|*CH4|C1 H4|-2.619|0|1|2|0.083
random1568505|6169132996055b12867367da|Fe32P32H4CS32|mp-1101971|FePS|*CH4|C1 H4|-2.810|1|1|0|0.188
random2295950|6169133096055b1286736840|Cs12K24Sb12H4C|mp-581024|CsK2Sb|*CH4|C1 H4|-2.837|1|1|1|0.042
random1939642|6169133296055b1286736882|Ti32Ag32H4C|mp-1017985|TiAg|*CH4|C1 H4|-3.270|2|2|1|0.125
random1627444|6169133e96055b1286736993|Zn24Cu48H4C|mp-1215401|ZnCu2|*CH4|C1 H4|-2.828|2|2|1|0.125
random1350508|6169134c92300522969097d2|Sc48Sn16H4C|mp-1186970|Sc3Sn|*CH4|C1 H4|-2.825|2|1|1|0.062
random858554|616913549230052296909833|Y16Si16H4Pd32C|mp-28024|YSiPd2|*CH4|C1 H4|-2.815|2|1|2|0.099
random2117482|61691355923005229690983c|Rb32Ga16Sb32H4C|mp-29371|Rb2GaSb2|*CH4|C1 H4|-2.858|0|1|1|0.017
random2246161|616913579230052296909851|Sc32Co16H4Pt16C|mp-1186939|Sc2CoPt|*CH4|C1 H4|-2.808|1|1|0|0.125
random2136562|6169135a9230052296909881|H4Pd36Pb24CS24|mp-21863|Pd3(PbS)2|*CH4|C1 H4|-2.202|2|-1|2|0.069
random664741|6169135b96055b1286736afb|Ni36H4C|mp-1014111|Ni|*CH4|C1 H4|-2.999|2|1|1|0
random1941468|6169135d96055b1286736b1e|Ta72Si24H4C|mp-568646|Ta3Si|*CH4|C1 H4|-2.797|1|1|1|0.209
random1542864|6169135e92300522969098d6|Zr30Te24H4C|mp-350|Zr5Te4|*CH4|C1 H4|-2.815|2|1|1|0.037
random1355224|6169136396055b1286736b97|Ti24Ga48H4C|mp-571342|TiGa2|*CH4|C1 H4|-2.803|1|0|1|0.044
random1905503|616913729230052296909a0f|K16Na64H4CCl80|mp-1223376|KNa4Cl5|*CH4|C1 H4|-2.855|1|1|1|0.026
random2174781|616913729230052296909a1c|Si72As72H4C|mp-1863|SiAs|*CH4|C1 H4|-2.717|1|0|-2|0.083
random1226230|616913819230052296909af3|In60Co20H4C|mp-22236|In3Co|*CH4|C1 H4|-2.803|2|1|2|0.065
random621745|616913869230052296909b65|Sc12P48H4Rh72C|mp-1102147|Sc(P2Rh3)2|*CH4|C1 H4|-3.182|1|0|0|0.807
random542475|6169138696055b1286736d5f|Tl64H4Au32C|mp-755435|Tl2Au|*CH4|C1 H4|-3.160|0|0|1|0.250
random1507628|6169138996055b1286736d86|K56Nb8As32H4C|mp-18361|K7NbAs4|*CH4|C1 H4|-2.852|1|2|1|0.213
random1171457|6169138c9230052296909bee|Sn16H4CS32|mp-1002063|SnS2|*CH4|C1 H4|-2.271|1|1|2|0.095
random602968|6169138d9230052296909c08|P84H4Pb12C|mp-1201560|P7Pb|*CH4|C1 H4|-2.389|2|1|-2|0.134
random1699699|6169139a9230052296909cda|V30H4CSe24|mp-1087497|V5Se4|*CH4|C1 H4|-2.826|1|1|1|0.144
random1482776|616914e69230052296909d39|H2C2S21|mp-27814|CS14|*CH4|C1 H4|-3.265|2|0|-1|0.090
random810973|6169152f96055b1286737219|Ca24Ag48H4C|mp-13270|CaAg2|*CH4|C1 H4|-2.830|0|1|2|0
random2052215|6169153296055b128673726a|Na32Co16H4CS32|mp-557643|Na2CoS2|*CH4|C1 H4|-2.968|2|1|2|0.029
random566761|6169153c923005229690a166|Ca12Ni36H4C|mp-1102167|CaNi3|*CH4|C1 H4|-2.826|1|0|1|0.376
random610273|6169153d923005229690a16c|Sr60As80H4C|mp-15339|Sr3As4|*CH4|C1 H4|-2.524|1|2|2|0.021
random1374408|6169154496055b1286737370|Rb24H4CS12|mp-1102384|Rb2S|*CH4|C1 H4|-2.831|1|1|1|0.047
random1786071|61691545923005229690a1a2|Y18Ag36H4C|mp-999544|YAg2|*CH4|C1 H4|-2.791|1|0|2|0.083
random814963|6169154c923005229690a202|Hg12H4C|mp-10861|Hg|*CH4|C1 H4|-2.817|2|1|1|0.021
random1811619|6169154c96055b128673742c|Sc8Sn24H4C|mp-981383|ScSn3|*CH4|C1 H4|-2.821|1|0|1|0.375
random1409344|61691551923005229690a223|Ca48In16H4CN48|mp-1247360|Ca3InN3|*CH4|C1 H4|-2.813|1|0|0|0.170
random1768405|61691555923005229690a247|Cs24P24H4CS72|mp-504838|CsPS3|*CH4|C1 H4|-2.781|0|1|2|0
random789488|61691564923005229690a333|Mo36H4C(SeS)36|mp-1027687|MoSeS|*CH4|C1 H4|-5.430|1|0|2|0.918
random312533|61691564923005229690a33a|Y8Sn24H4C|mp-1094248|YSn3|*CH4|C1 H4|-2.828|0|0|1|0.125
random1803036|6169156f923005229690a3d5|Sb72H4Rh24C|mp-2395|Sb3Rh|*CH4|C1 H4|-2.844|2|1|0|0.056
random559431|6169157896055b12867376aa|V40H4CS64|mp-690772|V5S8|*CH4|C1 H4|0.571|2|0|-1|0.053
random489175|61691585923005229690a535|Hg12H4C|mp-753304|Hg|*CH4|C1 H4|-2.905|1|1|1|0.167
random943409|6169159196055b1286737842|Ta24Mo6H4CS60|mp-1218028|Ta4MoS10|*CH4|C1 H4|-4.433|1|1|0|0.098
random907756|61691591923005229690a5aa|Cr54H4Rh18CN18|mp-21244|Cr3RhN|*CH4|C1 H4|-2.806|1|0|0|0.250
random1692242|61691592923005229690a5b3|Nb48H4Pt48C|mp-999376|NbPt|*CH4|C1 H4|-2.810|1|0|2|0
random951261|61691598923005229690a5fb|Sn32P32H4C|mp-7526|SnP|*CH4|C1 H4|-2.739|2|2|1|0.045
random530854|6169159996055b12867378ba|Ca36H4C|mp-45|Ca|*CH4|C1 H4|-2.828|1|0|0|0.250
random939276|616915c696055b1286737b33|Y16Ag48H4C|mp-1187811|YAg3|*CH4|C1 H4|-2.856|1|1|0|0.125
random1586036|616916fa923005229690a777|Al27Ag108H4C|mp-1228947|AlAg4|*CH4|C1 H4|-2.816|1|0|-1|0.032
random1199968|61691703923005229690a840|Ca16Al32H4C|mp-2404|CaAl2|*CH4|C1 H4|-2.822|1|0|0|0.062
random51690|6169170e923005229690a8ac|Na16Cd16Sb16H4C|mp-13459|NaCdSb|*CH4|C1 H4|-2.828|2|1|2|0.231
random1886948|6169171c96055b1286737cda|Te48H4Ir24C|mp-569322|Te2Ir|*CH4|C1 H4|-2.817|0|1|2|0.045
random2042911|6169171c96055b1286737ce3|V18Co54H4C|mp-1017529|VCo3|*CH4|C1 H4|-2.817|1|0|0|0.250
random1110284|6169171d923005229690aa0a|Hf48Cu24H4C|mp-30581|Hf2Cu|*CH4|C1 H4|-2.796|2|1|1|0.167
random560809|6169172e923005229690aae1|Nb6H4W18CS48|mp-1220455|NbW3S8|*CH4|C1 H4|-2.828|1|1|2|0.217
random1394236|61691730923005229690ab1c|Fe18Cu18H4CS32|mp-504587|Fe9Cu9S16|*CH4|C1 H4|-2.743|1|0|1|0.443
random1063595|61691746923005229690ac90|K24H4CSe12|mp-8426|K2Se|*CH4|C1 H4|-2.844|2|1|0|0.042
random1639823|6169174f96055b1286737e05|Fe72H4C|mp-136|Fe|*CH4|C1 H4|-2.880|2|1|1|0.167
random2278657|61691755923005229690ad44|Zn36H4CS36|mp-560588|ZnS|*CH4|C1 H4|-5.299|0|0|1|0.188
random957889|61691758923005229690ad8e|Al48Re48H4C|mp-1228815|AlRe|*CH4|C1 H4|-2.818|2|1|1|0.083
random1187484|6169175896055b1286737e57|Ni38H4CSe40|mp-685124|Ni19Se20|*CH4|C1 H4|-3.456|1|0|0|0.084
random1190665|6169175d96055b1286737e96|Y8Al32Fe64H4C|mp-1207708|Y(AlFe2)4|*CH4|C1 H4|-2.805|1|0|1|0.211
random2189069|61691761923005229690ae2f|H4Ir24Ru72C|mp-862620|IrRu3|*CH4|C1 H4|-2.789|1|1|1|0.166
random890725|6169176796055b1286737edb|Cu40Si20H4CSe60|mp-15896|Cu2SiSe3|*CH4|C1 H4|-2.811|2|2|-1|0.120
random1498596|61691785923005229690aebf|Na24P120H4C|mp-31086|NaP5|*CH4|C1 H4|-2.847|0|1|2|0.131
random2397720|6169179496055b12867381ae|Ag12H4Au36C|mp-863750|AgAu3|*CH4|C1 H4|-2.816|2|1|0|0.083
random510379|6169179696055b12867381de|Zr36Al18H4CN18|mp-4678|Zr2AlN|*CH4|C1 H4|-2.810|2|1|0|0.056
random2197444|6169179a923005229690af9f|Mo9H4W18CS54|mp-1025689|Mo(WS3)2|*CH4|C1 H4|-7.095|2|1|2|0.303
random1244987|6169179f923005229690aff1|Mo48H4CSe96|mp-1634|MoSe2|*CH4|C1 H4|-3.948|2|2|1|0.098
random581285|6169179f96055b128673826a|K16In64H4C|mp-22481|KIn4|*CH4|C1 H4|-2.845|1|1|2|0.057
random1175042|616917a8923005229690b03c|Ga12Fe36H4C|mp-672661|GaFe3|*CH4|C1 H4|-3.176|1|1|1|0.042
random1450808|616917af96055b1286738375|Nb32H4CN24|mp-569167|Nb4N3|*CH4|C1 H4|-2.792|0|0|1|0.125
random547391|616917b196055b12867383a9|Te48H4W24C|mp-22693|Te2W|*CH4|C1 H4|-2.909|1|1|2|0.108
random523683|616917b996055b128673844d|Si16H4CS16|mp-1023900|SiS|*CH4|C1 H4|-2.820|2|1|2|0.114
random2154450|616917d596055b12867384f1|Mn48Te48H4C|mp-1080073|MnTe|*CH4|C1 H4|-2.814|0|0|1|0
random493026|616917d896055b1286738577|Y48Sb16H4C|mp-1196393|Y3Sb|*CH4|C1 H4|-2.824|1|1|1|0.138
random1713527|616917d996055b128673858b|Mo36H4C(SeS3)18|mp-1027890|Mo2SeS3|*CH4|C1 H4|-1.686|1|0|1|0.282
random1774973|616917e596055b128673869d|Hf24Ge48H4Ru24C|mp-1204281|HfGe2Ru|*CH4|C1 H4|-2.801|1|0|1|0.098
random1540682|616917e6923005229690b0ea|Re48H4Ru16C|mp-974625|Re3Ru|*CH4|C1 H4|-2.810|1|0|2|0.250
random1769341|616917e696055b12867386a6|In40H4C|mp-1184478|In|*CH4|C1 H4|-2.822|2|2|1|0.050
random1930623|616917ed923005229690b144|Ca40Si16H4CN48|mp-571333|Ca5(SiN3)2|*CH4|C1 H4|-2.963|0|1|0|0.185
random1334329|616917f496055b128673879e|Zr24Al24V24H4C|mp-1215306|ZrAlV|*CH4|C1 H4|-2.807|1|1|2|0.298
random1208285|616917f596055b12867387bd|Sr24Al16In32H4C|mp-1218678|Sr3(AlIn2)2|*CH4|C1 H4|-2.818|0|0|1|0.501
random2222186|6169194896055b1286738840|Cs12P12H4CSe72|mp-1225967|CsPSe6|*CH4|C1 H4|-3.666|1|1|2|0.167
random1754355|61691949923005229690b19e|Na81H4C|mp-973198|Na|*CH4|C1 H4|-2.803|1|0|2|0.056
random1758433|6169194d96055b12867388b0|Hf24Tc24H4C|mp-11460|HfTc|*CH4|C1 H4|-2.425|1|1|0|0.250
random1549349|6169195296055b1286738906|Co16Re48H4C|mp-865960|CoRe3|*CH4|C1 H4|-3.015|1|0|0|0.250
random1611218|6169196c923005229690b258|V108H4C91|mp-28731|V6C5|*CH4|C1 H4|-2.801|2|1|2|0.015
random521139|6169196e923005229690b276|Y8H4Pb24C|mp-20291|YPb3|*CH4|C1 H4|-2.828|1|0|0|0.250
random527221|61691977923005229690b2c4|Ta32Si16Ni48H4C|mp-1218039|Ta2SiNi3|*CH4|C1 H4|-2.825|2|0|1|0.231
random1005167|6169197a96055b1286738b68|Sn16H4Pd16C|mp-2369|SnPd|*CH4|C1 H4|-2.533|2|1|1|0.099
random1808041|6169198696055b1286738bfe|Cd24P12H4CCl24|mp-31276|Cd2PCl2|*CH4|C1 H4|-1.614|1|2|0|0.167
random1227454|6169198996055b1286738c2b|Mo18H4W9CSe54|mp-1025905|Mo2WSe6|*CH4|C1 H4|-4.516|2|1|0|0.111
random1283383|6169198e923005229690b41d|Ga72H4CS72|mp-556742|GaS|*CH4|C1 H4|-2.827|2|0|1|0.250
random1813130|6169198f96055b1286738ca6|Nb48H4Ir16C|mp-1458|Nb3Ir|*CH4|C1 H4|-2.820|2|1|1|0.031
random545423|6169199b96055b1286738d32|Zr16Cr16H4W16C|mp-1215268|ZrCrW|*CH4|C1 H4|-2.830|1|0|1|0.156
random1398755|616919a8923005229690b594|Co24H4CSe24|mp-604908|CoSe|*CH4|C1 H4|-2.805|2|0|1|0.250
random2402422|616919b196055b1286738e5e|P32H4Pd16C|mp-28266|P2Pd|*CH4|C1 H4|-1.693|2|2|-1|0.036
random1333155|616919b4923005229690b627|Ti16Zn32H4Pd16C|mp-1187491|TiZn2Pd|*CH4|C1 H4|-3.130|1|1|0|0.125
random1768893|616919b996055b1286738efb|Ag12H4Au36C|mp-1183224|AgAu3|*CH4|C1 H4|-2.808|2|1|2|0.083
random1861148|616919ba923005229690b6a2|H4Pb12CS12|mp-1067627|PbS|*CH4|C1 H4|-2.819|1|2|-2|0.083
random2131928|616919c296055b1286738f55|Ti96As32H4C|mp-1199934|Ti3As|*CH4|C1 H4|-2.593|2|1|2|0.054
random2043350|616919ca96055b1286738feb|In16Ag16H4Au32C|mp-1184870|InAgAu2|*CH4|C1 H4|-3.170|1|0|0|0.125
random589496|616919ce96055b128673902c|Si60H4Ir48C|mp-1189696|Si5Ir4|*CH4|C1 H4|-2.796|1|2|-1|0.089
random1278228|616919cf96055b128673903f|Ti48Sn40H4C|mp-568232|Ti6Sn5|*CH4|C1 H4|-2.726|2|1|1|0.036
random1597585|616919de96055b12867390fc|In54H4Pt78C|mp-571060|In9Pt13|*CH4|C1 H4|-2.827|1|1|1|0.129
random1430070|616919e596055b12867391ac|Ni16Bi48H4C|mp-23179|NiBi3|*CH4|C1 H4|-2.829|2|1|1|0.250
random2341300|616919e596055b12867391b5|Zr18Si18H4CSe18|mp-4628|ZrSiSe|*CH4|C1 H4|-2.864|0|0|1|0.125
random925240|616919ea96055b12867391ec|V24Mo24H4C|mp-1216323|VMo|*CH4|C1 H4|-2.808|2|1|0|0.125
random906943|616919eb96055b12867391ef|Na12Sb12H4CS24|mp-1173513|NaSbS2|*CH4|C1 H4|-2.845|2|1|1|0.125
random1621934|616919f096055b1286739231|Ta24As48H4C|mp-12561|TaAs2|*CH4|C1 H4|-2.824|0|0|1|0
random823729|616919f3923005229690b98d|Na3Nb18H4CS24|mp-1221421|Na(Nb3S4)2|*CH4|C1 H4|-2.822|1|0|1|0.164
random646355|61691a03923005229690ba62|Y12Zn12Si12H4C|mp-1215676|YZnSi|*CH4|C1 H4|-2.815|2|0|1|0.028
random511130|61691a0696055b128673933c|Ti24V12H4CSe48|mp-1217146|Ti2VSe4|*CH4|C1 H4|-2.794|1|1|0|0.181
random154780|61691a0a923005229690baf9|Al20H4Rh8C|mp-1791|Al5Rh2|*CH4|C1 H4|-2.828|1|0|0|0.161
random1076052|61691a0f923005229690bb6e|Zr32H4W64C|mp-675|ZrW2|*CH4|C1 H4|-2.800|2|1|1|0.031
random1185738|61691a10923005229690bb83|Zr18Sn18H4Rh18C|mp-4667|ZrSnRh|*CH4|C1 H4|-2.821|1|1|1|0.141
random887731|61691a12923005229690bba7|Ni12H4CS24|mp-2282|NiS2|*CH4|C1 H4|-2.458|1|1|1|0.030
random1739835|61691a1d96055b1286739405|Zr24Bi8H4C|mp-1188051|Zr3Bi|*CH4|C1 H4|-2.812|2|1|1|0.062
